id1,id2
203,586
203,2223
203,625
203,620
203,1788
203,5215
203,8464
203,9078
203,50
203,7350
203,1596
203,5041
203,920
203,1920
203,8926
203,6805
203,3639
203,1712
203,4843
203,1379
203,6506
203,5812
203,59
203,9352
203,2557
203,8316
203,6305
204,354
207,5296
208,1532
209,7247
210,8139
210,1853
211,8303
212,3397
212,7357
212,4978
218,6645
223,2563
223,8979
223,3188
223,9984
224,3175
224,7932
226,7950
226,7280
226,372
229,4617
230,9764
230,7956
231,1824
231,8930
231,2605
236,2889
236,7448
236,6883
236,256
236,8863
236,7596
236,1801
236,3365
236,8250
236,9616
236,7100
236,3579
236,8179
236,9833
236,2015
236,4544
239,8195
241,9506
241,3154
241,9129
242,5357
242,842
242,9371
242,2396
242,137
242,3768
242,5024
242,6787
242,7308
242,3964
242,7078
245,236
245,1084
245,3712
245,4325
245,4765
245,6452
245,7245
245,5942
245,4346
245,5452
245,909
245,9010
245,8268
245,8416
245,9601
245,339
245,9261
245,5154
245,9389
245,1949
245,4635
245,3787
245,3315
245,5093
245,9473
245,7612
245,8430
245,2877
245,1419
245,5635
245,4951
245,1057
247,4194
247,7052
249,7477
249,9513
249,9049
249,2522
249,7902
249,3367
249,9457
255,1502
255,1393
255,3112
255,8526
255,2782
255,9645
256,2000
256,2372
261,3371
261,4569
261,7098
261,6732
261,6729
261,428
261,8689
261,9909
269,7240
269,1989
269,1827
269,9291
269,6744
269,6548
269,3737
269,3952
269,2864
269,5159
269,1752
269,9488
271,8113
271,1981
271,6742
274,3106
274,1251
275,3219
275,5970
276,3948
277,7659
277,2555
278,9778
278,3992
278,1208
279,5387
279,3720
280,9092
282,2831
283,7892
283,5961
283,3227
283,5362
283,4983
283,191
283,6554
284,7836
284,5425
284,6896
286,2397
286,7998
287,8429
289,8462
289,1319
289,6252
290,8152
292,6441
292,1246
292,7616
292,2611
293,2935
295,8129
295,3102
295,5968
300,467
301,2272
301,188
303,6555
305,3355
305,2099
305,8750
311,3380
311,718
311,2927
311,2341
311,4980
312,9079
319,3712
319,8379
319,7612
319,9749
319,2120
324,9751
325,2220
325,9245
325,6636
325,5293
325,8012
325,4703
325,2500
325,3559
325,714
326,5814
326,868
326,2018
327,6371
328,1737
328,3503
328,3818
331,5756
338,2424
338,7544
338,6204
338,1005
338,3704
338,355
338,4095
338,1098
338,2546
338,900
338,8750
338,5413
338,1729
338,2646
338,5564
338,2008
338,7399
338,4109
343,6772
343,9498
345,1186
345,1827
346,6821
348,478
351,8332
351,6413
358,6468
362,9438
365,3824
365,2465
367,6356
370,2820
372,2724
372,7208
373,1541
373,3225
373,7766
373,2122
373,6347
373,4223
373,7501
373,7292
373,916
373,9942
373,6379
373,429
373,9000
373,8314
373,142
373,8782
373,6934
373,4404
373,6512
373,472
373,5068
373,1283
373,1659
373,5570
373,8319
373,9274
373,3658
373,7429
373,6107
373,7895
373,483
373,1022
373,9613
373,1502
373,3627
373,6239
373,1477
373,5345
373,3546
373,7135
373,3238
373,9608
373,2544
373,1515
373,9808
373,8077
373,4185
373,7169
373,36
373,806
373,4061
373,5115
373,9998
373,6948
373,3269
373,2720
373,6245
373,2015
373,9898
373,6102
377,9499
378,5571
378,482
378,2122
378,2999
378,7159
378,4118
378,5092
378,714
378,855
378,2815
378,7185
378,2050
378,4244
378,8379
378,7551
378,7139
378,1295
378,4318
379,7104
379,6529
379,4447
379,6985
379,4952
379,8756
379,7364
379,4923
379,7452
379,8395
379,7987
379,21
379,2478
379,1185
379,7078
380,5998
380,1725
385,3997
385,9163
385,5215
385,7482
385,7686
385,8303
385,1945
389,8994
390,2353
390,8732
393,4521
395,8422
395,3997
395,3932
395,5357
395,5375
395,8121
395,6380
395,4608
395,5989
395,2085
395,5018
395,2428
395,5288
395,4746
395,9619
395,3323
395,1595
395,5893
395,5551
395,8680
395,6931
395,3014
395,1615
395,2999
395,6709
395,9073
395,4953
395,6058
395,9790
395,2306
395,7087
395,8656
395,9704
395,3077
395,2090
395,3900
395,378
395,6561
395,5180
395,5016
395,7222
395,685
395,1142
395,863
395,5137
395,1185
395,1226
395,10
395,2395
395,9631
395,887
395,7644
395,9961
395,2456
395,7398
395,5640
395,374
395,5891
395,8919
395,2411
395,9730
395,9666
395,3191
395,6502
395,5669
395,8811
395,9349
395,8884
395,2553
395,2674
395,5686
395,5709
395,5756
395,4589
395,4141
395,4182
395,7906
395,3639
395,3064
395,9536
395,8354
395,2600
395,1685
395,136
395,8926
395,3946
395,4644
395,2930
395,6689
395,4503
395,9640
395,5299
395,331
395,8553
396,6033
397,2601
398,4555
399,2220
399,2815
399,6215
399,7158
399,642
402,9858
402,6518
404,6076
407,3150
409,31
409,4355
409,4310
409,6244
409,8023
409,2409
410,6769
410,6410
414,7104
414,7501
414,7058
417,1849
417,4669
417,2164
425,5413
425,6975
428,266
429,2000
429,2255
429,3509
429,5337
429,7118
429,4558
433,7127
434,4569
435,6080
437,4378
437,6423
437,8861
444,6938
444,2957
444,7820
444,6512
444,5280
445,8297
446,9629
446,1527
447,3416
450,1596
451,9264
451,6590
452,9148
458,9641
459,939
459,3422
461,1848
462,1246
462,9801
462,388
462,4387
462,655
463,1079
463,625
463,750
463,4176
463,3885
464,8778
466,4388
467,2057
483,2890
483,3355
483,8740
483,4001
483,8653
483,7167
483,9601
483,8692
483,8509
483,5154
483,7988
483,3855
483,2514
483,8298
483,2197
483,6974
483,1419
484,1443
484,706
484,9800
484,3437
484,226
484,8430
484,625
484,5898
488,1759
488,9457
488,7892
488,6277
490,9787
490,5380
491,8118
494,2278
495,6088
495,7659
495,8543
495,6938
495,7886
495,6867
495,4559
495,1679
495,6401
495,7820
495,3859
495,3626
495,6205
495,116
498,4372
498,3068
498,2664
498,539
498,8789
498,3209
498,9033
499,5810
509,9630
510,8792
510,2884
510,538
510,5367
511,5571
511,5779
513,7977
513,4355
513,2801
513,4413
513,4028
513,7749
515,7184
515,3014
515,9488
518,9890
519,1460
519,9289
525,7493
529,3448
529,7515
529,8128
530,3640
530,4980
531,2567
533,5570
534,83
534,2044
534,4657
534,282
534,769
534,7902
534,7825
534,6326
534,6283
534,1727
534,1467
534,1171
534,5635
534,1650
534,4708
535,6645
535,2319
535,9286
535,4579
535,4955
535,6666
535,8185
535,189
535,5442
535,4669
543,3691
543,8054
543,6245
543,5235
543,2782
546,4906
546,8457
546,8054
546,1560
546,1189
546,5300
546,9862
546,9833
546,1777
546,2664
548,5774
551,6390
553,4957
557,2524
557,9360
557,3656
557,3735
560,5006
563,5927
564,7914
568,338
568,5144
568,7185
568,5913
569,5347
570,7820
571,6716
571,6289
575,2210
575,7791
575,5960
575,1209
575,3209
575,3261
575,5286
575,2473
575,3069
575,6948
575,7717
575,9521
575,2798
575,9645
575,2974
575,7771
576,700
576,9979
576,7845
576,4867
576,6964
576,4803
576,756
576,4355
576,8640
576,6548
576,1069
576,3417
576,8672
576,513
576,4413
576,8023
576,3674
576,2176
576,2852
576,7741
579,4209
579,7631
579,2755
579,283
579,5290
579,9838
579,4983
579,1857
579,3439
579,9106
579,2585
579,4571
579,8298
579,6471
582,6301
582,4114
585,7524
585,7354
585,2748
585,8303
585,472
585,2352
585,8964
585,2481
585,1100
588,3198
589,2620
589,916
589,1148
589,9889
589,9419
589,6468
589,5043
589,9410
597,2031
597,4933
601,4555
601,7957
604,6608
605,2141
605,8509
609,3733
610,8861
612,934
619,8951
620,4187
620,842
620,8316
620,776
624,6071
625,2431
625,5871
625,6190
625,223
625,3380
625,4503
625,4843
625,2593
625,8494
625,1596
625,988
625,2671
625,7163
625,5534
625,4745
625,3868
625,4104
625,5260
625,3112
625,2614
625,3859
625,585
625,2546
625,9412
626,2020
627,6268
627,957
627,8886
627,7599
627,3026
627,3667
627,696
627,7660
627,1417
627,2672
627,8926
627,7540
627,1421
627,196
627,6811
630,4341
630,9166
630,1311
630,4522
630,336
630,5010
630,4818
630,229
630,5161
630,7640
630,2473
630,7493
630,4669
630,5518
631,3696
636,1071
637,3898
641,2760
641,1527
641,2050
641,3034
642,4980
645,3281
649,75
649,6421
649,9408
649,5981
649,3471
649,6131
649,2267
649,306
649,5215
649,7932
649,3753
652,2524
652,2755
652,4732
652,6969
652,966
652,5086
652,8962
652,6561
652,4493
655,6974
658,6178
658,1876
659,7630
659,3620
659,5210
663,76
663,2246
663,4777
663,9679
664,3712
664,9238
664,5652
666,1183
666,957
666,5240
666,4237
666,3451
666,6779
666,4849
666,9693
666,9233
666,1524
666,1055
666,1104
666,546
666,4522
666,9827
666,9055
666,7955
666,4242
666,6699
666,2882
666,9746
666,2845
666,7640
666,8063
666,9091
666,6855
666,4635
666,110
666,6468
666,5618
666,8752
666,8237
666,7261
666,10000
666,9141
666,575
666,9412
666,8634
666,6411
666,4971
666,1346
668,9819
669,7264
669,7915
669,5851
671,4440
675,394
682,2266
682,7051
685,1952
685,6636
685,4063
685,7087
685,7205
685,137
685,2377
685,5024
685,9227
685,3964
685,6162
685,6729
687,663
690,236
690,3751
690,8802
690,6904
690,8807
690,2189
690,5641
690,4139
690,3235
690,4955
690,8725
690,6102
690,2308
690,4392
690,909
690,7167
690,3479
690,4975
690,4472
690,3334
691,3538
691,1876
696,7771
697,6834
697,6273
697,1334
697,9457
697,3871
698,6289
700,8787
702,6222
702,7632
702,2600
702,2396
702,6636
702,372
703,6175
704,522
704,511
706,1041
706,7305
706,9909
706,702
706,7632
706,2895
706,3662
706,3526
706,1185
706,9396
706,5898
706,6729
706,3114
706,2773
706,740
706,4415
706,7364
706,4589
706,8900
706,434
706,9787
706,1253
706,81
706,1685
706,7078
706,9371
706,1730
706,9961
706,9282
706,9561
706,3563
706,4170
706,4282
706,5259
707,7043
708,8958
711,2838
714,2700
714,4734
714,5353
714,9838
714,2698
714,3310
714,4900
714,6126
714,7858
715,8332
718,3528
718,3098
719,978
719,4419
719,9785
719,6768
724,8670
727,931
729,8685
729,8711
729,1849
729,3325
729,7447
731,4
731,6904
731,2353
731,5862
731,423
731,1236
731,7884
731,5460
731,6371
731,5493
731,284
731,6261
731,3128
733,2189
736,7416
739,4343
740,2195
740,4262
740,2399
740,1678
740,7695
740,4813
740,5231
740,7715
740,7586
740,5259
741,7892
741,8285
742,4633
742,8419
746,768
747,738
747,7170
749,346
749,4508
750,1817
750,1027
750,5850
756,6964
756,2398
756,4310
757,6534
758,8952
761,5340
762,842
762,2871
765,7320
765,4372
765,4114
766,4274
769,8632
769,4723
769,4114
769,4232
772,9795
773,757
773,6522
773,1794
773,223
773,4522
773,630
773,3012
773,8598
773,1262
773,5308
773,8653
773,7492
773,2838
773,8717
773,3463
775,3870
777,1178
777,9091
777,7492
778,1250
782,3423
782,2839
782,8305
782,4819
782,4280
782,1081
782,6938
782,5998
782,3121
782,5256
782,6896
782,8223
782,4040
782,2067
782,8227
782,1043
782,8621
782,9693
782,4217
782,9408
782,5303
782,2104
782,9275
782,519
782,8379
782,5522
782,9265
782,7612
782,1382
782,6167
782,627
782,4731
782,1615
782,1852
782,3051
782,9502
782,6202
782,117
782,3040
782,7632
782,1783
782,9534
782,3259
782,4712
782,5953
782,5726
782,3164
782,5188
782,5426
782,7512
782,8987
782,7820
782,9086
782,197
782,6110
782,1339
782,4210
784,4302
784,2353
784,511
784,7478
785,4285
786,9668
788,8110
788,4443
788,9391
790,3756
793,2536
795,6367
795,4035
795,1436
795,1124
795,1193
795,4906
795,4371
795,5651
795,1312
795,2619
795,1912
795,5300
795,8214
795,2223
795,4004
795,9862
795,5068
795,8725
797,5942
799,2466
810,1953
811,1694
811,2056
811,6636
811,8614
811,3768
811,5024
811,6729
811,685
811,3605
816,6443
816,9117
820,5083
820,5624
820,4888
820,6814
820,1777
820,5715
820,2452
820,7992
820,1361
820,4635
820,4002
820,5876
820,1474
825,4809
827,9413
827,796
830,7167
831,7831
831,7838
832,2840
832,9190
836,854
836,5658
841,512
842,3397
845,266
845,4082
846,2050
850,1687
850,5155
850,6512
850,4289
850,3454
851,6709
851,5167
851,6202
851,4176
851,4229
851,2773
851,2396
851,9921
851,137
851,3437
851,3114
851,2600
851,5287
851,7308
851,9961
851,912
851,7078
851,7139
851,81
854,3074
854,7544
854,5658
855,2451
855,6123
855,2839
855,6248
855,2505
855,1779
855,7141
855,2639
855,8667
855,2101
855,9257
855,3753
855,2395
855,8145
855,3630
855,3310
855,624
855,9806
855,8214
855,7469
855,4593
855,9324
855,9289
856,6208
856,7713
856,8217
856,4030
856,4652
856,8701
856,7074
856,7017
856,6610
856,8572
856,7519
856,1677
856,8618
856,6928
856,1993
860,2050
860,8212
860,4318
860,4041
865,8215
866,4532
866,823
866,6729
868,5814
868,1853
874,6253
877,9629
877,5998
877,8108
877,9323
877,5100
877,5183
877,7230
877,668
877,8726
877,7242
883,835
886,619
886,1023
886,9283
886,9859
886,6684
886,2721
886,4983
886,1346
886,7686
886,1757
886,7071
886,2500
886,1544
887,7813
894,7583
894,4415
894,9921
894,9212
894,9961
894,5231
894,284
894,21
894,5289
901,211
901,5839
901,7950
909,9936
909,6369
909,3685
909,1665
909,2660
909,4751
909,1873
909,3377
909,183
909,2118
909,3026
909,5641
909,902
909,3855
909,6090
909,6683
909,4590
909,7023
909,6468
909,5043
909,295
909,6763
909,589
909,2234
909,6175
909,806
909,1876
909,9556
909,6002
909,3396
909,9433
909,8779
909,6411
909,9410
909,2158
909,7074
909,40
911,8875
911,126
912,2833
916,1934
916,5988
916,7167
916,731
916,4139
916,7537
916,625
916,2288
916,4971
916,2671
916,7630
916,1670
916,535
916,8298
916,423
916,3721
916,7581
916,2367
916,7686
917,3023
917,700
917,2034
917,5942
917,5153
917,6359
917,2975
917,3522
917,867
917,1558
917,8611
917,4587
917,2748
917,9329
917,5156
917,5012
917,5159
917,5169
917,4313
917,3065
917,5475
917,8305
917,9240
917,6974
917,7612
917,2982
917,1412
917,3335
917,7707
917,2960
917,9128
917,3859
917,7651
917,452
917,9578
917,6951
917,1302
917,2120
917,3471
917,7779
917,2299
917,6512
917,4560
917,2481
917,7097
917,2470
919,4569
919,2429
920,5430
921,8101
921,3482
922,9687
923,3101
923,8870
924,6850
926,1956
926,9774
928,4445
928,9509
929,758
932,5630
933,2031
933,7280
933,7905
939,387
939,2422
939,6714
939,7932
939,5774
942,5077
948,3086
948,7438
948,4769
948,8975
948,2601
948,5441
948,1204
948,1228
948,9389
954,3257
957,5652
957,8619
957,2230
957,6238
957,246
957,2537
957,1690
957,5308
957,8509
957,1466
957,966
957,3802
957,5140
957,2243
957,7185
957,798
957,7745
957,5611
957,6069
957,1795
957,4522
957,1262
957,7640
957,223
957,155
957,1502
957,3553
959,7794
959,1264
966,2524
966,3550
966,3696
973,132
973,5086
973,691
976,5871
976,9389
979,2776
979,4590
986,3482
988,5307
988,3722
988,5837
990,9854
990,4341
990,569
990,7603
990,3425
990,9838
990,4721
990,9048
990,288
990,5946
990,4818
990,2483
990,8582
990,7378
990,2036
997,5878
997,3118
998,895
1000,6445
1005,7116
1006,8495
1006,6162
1006,966
1006,284
1006,2396
1006,1730
1011,5871
1011,8634
1011,4955
1011,625
1011,2460
1011,4635
1011,4975
1011,7015
1011,4425
1011,9065
1011,4634
1011,2182
1011,6494
1011,4674
1011,5334
1011,2367
1011,3708
1011,7621
1011,3280
1015,3203
1016,3824
1016,5796
1016,5115
1016,7167
1016,4522
1016,6504
1016,3728
1016,4113
1016,8538
1023,365
1023,9962
1023,169
1023,6785
1023,2973
1023,5602
1023,8942
1023,4148
1023,4175
1023,328
1024,3699
1024,3323
1024,4118
1024,9666
1024,8379
1024,3811
1024,4109
1024,1251
1024,6708
1024,642
1024,1146
1024,1090
1024,7729
1024,6409
1027,3212
1031,6303
1037,1104
1037,5254
1037,7715
1038,118
1038,9534
1038,3898
1041,7729
1042,3656
1042,5137
1043,3423
1043,5982
1043,236
1043,9616
1043,2141
1043,3411
1043,2877
1043,543
1043,4082
1043,8603
1043,6438
1043,8634
1043,9846
1043,3739
1043,1993
1050,8274
1050,4201
1053,6147
1054,4466
1054,5596
1054,2349
1054,5247
1055,2878
1058,8168
1063,9127
1063,9742
1065,6288
1066,6034
1066,49
1066,9897
1066,2513
1073,957
1073,4804
1073,7416
1073,8747
1073,241
1073,9773
1073,6589
1073,286
1079,8474
1079,9784
1079,6555
1079,1502
1079,3238
1079,6629
1079,170
1079,8546
1079,7988
1079,483
1079,1782
1079,2700
1079,8481
1079,8969
1079,4310
1081,5142
1081,383
1081,5288
1081,6041
1081,1773
1081,2748
1081,5256
1081,3379
1081,6898
1081,6213
1081,1480
1081,1201
1081,3522
1081,7512
1081,1414
1081,8625
1081,9534
1081,3164
1081,4731
1081,1339
1083,7432
1083,3101
1083,8340
1084,6338
1084,5269
1085,6539
1088,6445
1088,5055
1088,8039
1088,5014
1089,2293
1089,6417
1090,6127
1090,8775
1091,4282
1091,1253
1091,9282
1091,9921
1091,7857
1091,3991
1091,4064
1091,851
1091,8393
1091,7786
1091,7909
1091,4589
1095,9793
1095,9256
1095,3825
1099,5448
1100,9919
1102,8942
1105,2885
1105,6445
1106,6727
1110,3991
1110,7364
1110,9477
1111,2089
1114,9629
1114,2497
1114,4874
1114,2781
1114,5071
1114,4955
1114,5159
1114,2031
1114,2816
1114,7185
1114,4635
1114,3789
1114,8455
1114,1050
1114,6726
1114,2312
1114,589
1114,328
1114,1565
1115,4118
1115,1024
1116,7391
1116,3966
1116,4446
1116,8708
1116,6931
1116,1104
1116,4006
1116,6636
1116,3641
1116,2399
1116,1038
1116,9038
1116,7043
1116,8488
1116,5137
1116,8756
1116,2377
1116,5165
1116,1654
1116,3935
1116,4818
1116,5881
1116,685
1116,1122
1116,9698
1116,7715
1116,9212
1116,5748
1116,2859
1116,7253
1116,7944
1116,1781
1116,6729
1118,3550
1118,6267
1118,6356
1124,4522
1128,2185
1128,3805
1129,6891
1129,286
1131,7501
1131,2876
1131,7180
1131,5551
1131,4060
1131,1509
1131,4621
1131,8357
1131,3753
1131,2515
1131,7563
1131,8585
1131,5847
1131,3254
1131,6002
1131,2986
1131,8668
1131,1545
1131,1070
1131,9455
1134,1271
1138,577
1141,6088
1141,5375
1141,6380
1141,6431
1141,7791
1141,4340
1141,1174
1141,2732
1141,6084
1141,7394
1141,8224
1141,2396
1141,3768
1141,1398
1141,2177
1141,1862
1141,1955
1141,8077
1141,6787
1141,7364
1141,242
1141,9227
1141,3412
1141,2600
1141,184
1141,5289
1143,8589
1143,3897
1143,338
1146,8325
1146,3060
1146,529
1146,5137
1146,5121
1146,4669
1146,7648
1146,3347
1146,3492
1146,3881
1146,7729
1149,7840
1149,5471
1149,2079
1149,223
1149,5315
1149,8653
1149,2864
1150,4
1153,6396
1156,1470
1156,6084
1156,7770
1158,6077
1160,7263
1162,3361
1164,1088
1164,8109
1164,3899
1164,4443
1171,9432
1175,6539
1178,652
1178,4732
1178,8552
1180,3282
1181,7015
1181,8414
1181,3164
1182,8964
1183,5189
1184,6456
1184,4482
1184,2225
1185,2373
1185,1564
1185,9909
1189,490
1189,4183
1189,1459
1189,8908
1189,498
1189,1313
1189,38
1189,2079
1189,9023
1189,4768
1189,7513
1189,819
1189,1747
1189,6514
1189,4709
1189,5004
1189,6818
1189,669
1189,1710
1189,7575
1189,8392
1189,6604
1189,3316
1189,8883
1189,8909
1189,2823
1189,4095
1189,6350
